company|weight|sector|peer|value
PAYC: Paycom Software Inc|0.0004|Information Technology|ADP: Automatic Data Processing Inc|0.8531082
PAYC: Paycom Software Inc|0.0004|Information Technology|CDAY: Ceridian HCM Holding Inc.|0.6663303
PAYC: Paycom Software Inc|0.0004|Information Technology|CTAS: Cintas Corp|0.55801547
PAYC: Paycom Software Inc|0.0004|Information Technology|HCSG: Healthcare Services Group Inc|0.6192092
PAYC: Paycom Software Inc|0.0004|Information Technology|NSP: Insperity Inc|0.51992524
PAYC: Paycom Software Inc|0.0004|Information Technology|ORCL: Oracle|0.78391826
PAYC: Paycom Software Inc|0.0004|Information Technology|PAYC: Paycom Software Inc|0.9999999
PAYC: Paycom Software Inc|0.0004|Information Technology|PAYX: Paychex, Inc.|0.89859575
PAYC: Paycom Software Inc|0.0004|Information Technology|WDAY: Workday, Inc.|0.77701265
PAYX: Paychex, Inc.|0.0007000000000000001|Information Technology|ADP: Automatic Data Processing Inc|0.87792623
PAYX: Paychex, Inc.|0.0007000000000000001|Information Technology|CDAY: Ceridian HCM Holding Inc.|0.718481
PAYX: Paychex, Inc.|0.0007000000000000001|Information Technology|CTAS: Cintas Corp|0.5031725
PAYX: Paychex, Inc.|0.0007000000000000001|Information Technology|HCSG: Healthcare Services Group Inc|0.6997979
PAYX: Paychex, Inc.|0.0007000000000000001|Information Technology|NSP: Insperity Inc|0.6431246
PAYX: Paychex, Inc.|0.0007000000000000001|Information Technology|ORCL: Oracle|0.8037558
PAYX: Paychex, Inc.|0.0007000000000000001|Information Technology|PAYC: Paycom Software Inc|0.89859575
PAYX: Paychex, Inc.|0.0007000000000000001|Information Technology|PAYX: Paychex, Inc.|0.99999994
PAYX: Paychex, Inc.|0.0007000000000000001|Information Technology|WDAY: Workday, Inc.|0.71712536
PB: Prosperity Bancshares Inc|0.0002|Financials|AJG: Arthur J. Gallagher & Co.|0.5353164
PB: Prosperity Bancshares Inc|0.0002|Financials|ASB: Associated Banc-Corp|0.67360246
PB: Prosperity Bancshares Inc|0.0002|Financials|BAC: Bank of America Corp|0.64307714
PB: Prosperity Bancshares Inc|0.0002|Financials|BOH: Bank of Hawaii Corp|0.5352976
PB: Prosperity Bancshares Inc|0.0002|Financials|BXS: BancorpSouth Bank|0.7485816
PB: Prosperity Bancshares Inc|0.0002|Financials|C: CITIGROUP INC|0.57212186
PB: Prosperity Bancshares Inc|0.0002|Financials|CFG: Citizens Financial Group Inc|0.6454817
PB: Prosperity Bancshares Inc|0.0002|Financials|CIT: CIT Group Inc|0.6608222
PB: Prosperity Bancshares Inc|0.0002|Financials|CMA: Comerica Inc|0.65204066
PB: Prosperity Bancshares Inc|0.0002|Financials|CNP: Centerpoint Energy Inc|0.60006833
PB: Prosperity Bancshares Inc|0.0002|Financials|COLB: Columbia Banking System Inc|0.5954427
PB: Prosperity Bancshares Inc|0.0002|Financials|CVBF: CVB Financial Corp|0.7215384
PB: Prosperity Bancshares Inc|0.0002|Financials|ETFC: E*TRADE Financial Corporation|0.6085697
PB: Prosperity Bancshares Inc|0.0002|Financials|EWBC: East West Bancorp Inc|0.6557358
PB: Prosperity Bancshares Inc|0.0002|Financials|FHB: First Hawaiian, Inc.|0.6476419
PB: Prosperity Bancshares Inc|0.0002|Financials|FHN: First Horizon National Corp|0.7195552
PB: Prosperity Bancshares Inc|0.0002|Financials|FITB: Fifth Third Bancorp|0.73986757
PB: Prosperity Bancshares Inc|0.0002|Financials|FNB: F.N.B. Corp|0.58966243
PB: Prosperity Bancshares Inc|0.0002|Financials|FRC: First Republic Bank|0.50204366
PB: Prosperity Bancshares Inc|0.0002|Financials|FULT: Fulton Financial Corp|0.60111547
PB: Prosperity Bancshares Inc|0.0002|Financials|HBAN: Huntington Bancshares Incorporated|0.6738743
PB: Prosperity Bancshares Inc|0.0002|Financials|HOMB: Home Bancshares Inc|0.5680801
PB: Prosperity Bancshares Inc|0.0002|Financials|INDB: Independent Bank Corp (Mass)|0.7832252
PB: Prosperity Bancshares Inc|0.0002|Financials|KEY: KeyCorp|0.61682963
PB: Prosperity Bancshares Inc|0.0002|Financials|LIN: Linde PLC|0.56787986
PB: Prosperity Bancshares Inc|0.0002|Financials|MTB: M&T Bank Corporation|0.63166547
PB: Prosperity Bancshares Inc|0.0002|Financials|NTRS: Northern Trust|0.5174209
PB: Prosperity Bancshares Inc|0.0002|Financials|NYCB: New York Community Bancorp Inc|0.5038853
PB: Prosperity Bancshares Inc|0.0002|Financials|ONB: Old National Bancorp|0.74320024
PB: Prosperity Bancshares Inc|0.0002|Financials|PB: Prosperity Bancshares Inc|0.9999998
PB: Prosperity Bancshares Inc|0.0002|Financials|PNC: PNC Financial Services Group Inc|0.63831806
PB: Prosperity Bancshares Inc|0.0002|Financials|PPBI: Pacific Premier Bancorp Inc|0.6653001
PB: Prosperity Bancshares Inc|0.0002|Financials|RF: Regions Financial Corp|0.64319557
PB: Prosperity Bancshares Inc|0.0002|Financials|SBNY: Signature Bank|0.64721
PB: Prosperity Bancshares Inc|0.0002|Financials|SIVB: SVB Financial Group|0.6337027
PB: Prosperity Bancshares Inc|0.0002|Financials|STL: Sterling Bancorp|0.66784406
PB: Prosperity Bancshares Inc|0.0002|Financials|TFC: BB&T Corp|0.89212924
PB: Prosperity Bancshares Inc|0.0002|Financials|TMUS: TMobile US Inc|0.5533623
PB: Prosperity Bancshares Inc|0.0002|Financials|UMBF: UMB Financial|0.6843654
PB: Prosperity Bancshares Inc|0.0002|Financials|UMPQ: Umpqua Holdings Corp|0.5920016
PB: Prosperity Bancshares Inc|0.0002|Financials|WAB: Westinghouse Air Brake Technologies|0.50057423
PB: Prosperity Bancshares Inc|0.0002|Financials|WBS: Webster Financial Corp (Conn)|0.65824366
PB: Prosperity Bancshares Inc|0.0002|Financials|WFC: Wells Fargo & Co|0.58828634
PB: Prosperity Bancshares Inc|0.0002|Financials|ZION: Zions Bancorporation|0.6769049
PCAR: Paccar Inc|0.0009|Industrials|AIMC: Altra Industrial Motion Corp|0.7262358
PCAR: Paccar Inc|0.0009|Industrials|CMI: Cummins Inc (Ex. Cummins Engine Inc)|0.97491026
PCAR: Paccar Inc|0.0009|Industrials|DAN: Dana Incorporated|0.5331501
PCAR: Paccar Inc|0.0009|Industrials|FSS: Federal Signal|0.75049686
PCAR: Paccar Inc|0.0009|Industrials|GM: General Motors Co|0.73083884
PCAR: Paccar Inc|0.0009|Industrials|LSTR: Landstar System|0.92549425
PCAR: Paccar Inc|0.0009|Industrials|MTOR: Meritor|0.88198054
PCAR: Paccar Inc|0.0009|Industrials|NAV: Navistar International Corp|0.9807765
PCAR: Paccar Inc|0.0009|Industrials|PCAR: Paccar Inc|0.9999999
PCAR: Paccar Inc|0.0009|Industrials|WERN: Werner Enterprises|0.8806957
PCRX: Pacira BioSciences, Inc.|0.0001|Health Care|ABMD: Abiomed Inc|0.5465526
PCRX: Pacira BioSciences, Inc.|0.0001|Health Care|BSX: Boston Scientific|0.5811478
PCRX: Pacira BioSciences, Inc.|0.0001|Health Care|EW: Edwards Lifesciences Corp|0.58242065
PCRX: Pacira BioSciences, Inc.|0.0001|Health Care|GKOS: Glaukos|0.71326196
PCRX: Pacira BioSciences, Inc.|0.0001|Health Care|INSP: Inspire Medical Systems, Inc.|0.54527414
PCRX: Pacira BioSciences, Inc.|0.0001|Health Care|ISRG: Intuitive Surgical Inc|0.74895847
PCRX: Pacira BioSciences, Inc.|0.0001|Health Care|JNJ: Johnson & Johnson|0.6978881
PCRX: Pacira BioSciences, Inc.|0.0001|Health Care|LIVN: LivaNova PLC|0.52218544
PCRX: Pacira BioSciences, Inc.|0.0001|Health Care|MCK: McKesson|0.5417076
PCRX: Pacira BioSciences, Inc.|0.0001|Health Care|PCRX: Pacira BioSciences, Inc.|0.99999994
PCRX: Pacira BioSciences, Inc.|0.0001|Health Care|PEN: Penumbra, Inc.|0.5571003
PCRX: Pacira BioSciences, Inc.|0.0001|Health Care|STAA: Staar Surgical Co|0.6495051
PCRX: Pacira BioSciences, Inc.|0.0001|Health Care|SYK: Stryker|0.61127573
PCRX: Pacira BioSciences, Inc.|0.0001|Health Care|ZBH: Zimmer Biomet Holdings|0.538435
PDCO: Patterson Companies Inc|0.0001|Health Care|AFL: Aflac Inc|0.52690464
PDCO: Patterson Companies Inc|0.0001|Health Care|ALGN: Align Technology Inc|0.5536876
PDCO: Patterson Companies Inc|0.0001|Health Care|CMD: Cantel Medical|0.83999056
PDCO: Patterson Companies Inc|0.0001|Health Care|DHR: Danaher Corp|0.5963122
PDCO: Patterson Companies Inc|0.0001|Health Care|HSIC: Henry Schein|0.962101
PDCO: Patterson Companies Inc|0.0001|Health Care|PDCO: Patterson Companies Inc|0.9999999
PDCO: Patterson Companies Inc|0.0001|Health Care|XRAY: Dentsply International Inc|0.86604625
PDM: Piedmont Office Realty Trust Inc|0.0001|Real Estate|AIV: Apartment Investment & Management Co|0.5123901
PDM: Piedmont Office Realty Trust Inc|0.0001|Real Estate|ARE: Alexandria Real Estate Equities Inc|0.8399705
PDM: Piedmont Office Realty Trust Inc|0.0001|Real Estate|AVB: AvalonBay Communities Inc|0.59134185
PDM: Piedmont Office Realty Trust Inc|0.0001|Real Estate|BDN: Brandywine Realty Trust|0.87148064
PDM: Piedmont Office Realty Trust Inc|0.0001|Real Estate|BXP: Boston Properties Inc|0.96474224
PDM: Piedmont Office Realty Trust Inc|0.0001|Real Estate|COR: CoreSite Realty Corp|0.58037806
PDM: Piedmont Office Realty Trust Inc|0.0001|Real Estate|DRE: Duke Realty Corp|0.95944875
PDM: Piedmont Office Realty Trust Inc|0.0001|Real Estate|EGP: Eastgroup Properties Inc|0.8844913
PDM: Piedmont Office Realty Trust Inc|0.0001|Real Estate|EQR: Equity Residential|0.5991611
PDM: Piedmont Office Realty Trust Inc|0.0001|Real Estate|ESS: Essex Property Trust|0.8062624
PDM: Piedmont Office Realty Trust Inc|0.0001|Real Estate|FR: First Industrial Realty Trust Inc|0.9308942
PDM: Piedmont Office Realty Trust Inc|0.0001|Real Estate|FRT: Federal Realty Investment Trust|0.7216604
PDM: Piedmont Office Realty Trust Inc|0.0001|Real Estate|HTA: Healthcare Trust of America Inc|0.8522435
PDM: Piedmont Office Realty Trust Inc|0.0001|Real Estate|IIPR: Innovative Industrial Properties, Inc.|0.62294567
PDM: Piedmont Office Realty Trust Inc|0.0001|Real Estate|KRC: Kilroy Realty Corporation|0.9206276
PDM: Piedmont Office Realty Trust Inc|0.0001|Real Estate|KW: Kennedy-Wilson Holdings|0.5911875
PDM: Piedmont Office Realty Trust Inc|0.0001|Real Estate|MAA: Mid-America Apartment Communities Inc|0.57045776
PDM: Piedmont Office Realty Trust Inc|0.0001|Real Estate|NNN: National Retail Properties Inc|0.60560524
PDM: Piedmont Office Realty Trust Inc|0.0001|Real Estate|O: Realty Income Corp|0.51899433
PDM: Piedmont Office Realty Trust Inc|0.0001|Real Estate|PDM: Piedmont Office Realty Trust Inc|1.0000001
PDM: Piedmont Office Realty Trust Inc|0.0001|Real Estate|PEAK: HCP Inc|0.60400045
PDM: Piedmont Office Realty Trust Inc|0.0001|Real Estate|PLD: Prologis Inc|0.69948447
PDM: Piedmont Office Realty Trust Inc|0.0001|Real Estate|REG: Regency Centers Corp|0.6135383
PDM: Piedmont Office Realty Trust Inc|0.0001|Real Estate|REXR: Rexford Industrial Realty Inc|0.9588501
PDM: Piedmont Office Realty Trust Inc|0.0001|Real Estate|STAG: Stag Industrial Inc|0.7554518
PDM: Piedmont Office Realty Trust Inc|0.0001|Real Estate|TCO: Taubman Centers Inc|0.5867755
PDM: Piedmont Office Realty Trust Inc|0.0001|Real Estate|VER: VEREIT Inc|0.7177996
PDM: Piedmont Office Realty Trust Inc|0.0001|Real Estate|VNO: Vornado Realty Trust|0.9452151
PDM: Piedmont Office Realty Trust Inc|0.0001|Real Estate|WPC: W. P. Carey Inc.|0.5615015
PDM: Piedmont Office Realty Trust Inc|0.0001|Real Estate|WRE: Washington Real Estate Investment Trust|0.54923654
PDM: Piedmont Office Realty Trust Inc|0.0001|Real Estate|WRI: Weingarten Realty Investors|0.74044794
PEAK: HCP Inc|0.0005|Real Estate|ACC: American Campus Communities Inc|0.6997059
PEAK: HCP Inc|0.0005|Real Estate|AIV: Apartment Investment & Management Co|0.53745383
PEAK: HCP Inc|0.0005|Real Estate|ARE: Alexandria Real Estate Equities Inc|0.5535644
PEAK: HCP Inc|0.0005|Real Estate|AVB: AvalonBay Communities Inc|0.6165447
PEAK: HCP Inc|0.0005|Real Estate|BDN: Brandywine Realty Trust|0.7024
PEAK: HCP Inc|0.0005|Real Estate|BXP: Boston Properties Inc|0.5433454
PEAK: HCP Inc|0.0005|Real Estate|COLD: Americold Realty Trust|0.6335917
PEAK: HCP Inc|0.0005|Real Estate|CPT: Camden Property Trust|0.5559544
PEAK: HCP Inc|0.0005|Real Estate|CUBE: CubeSmart|0.52627194
PEAK: HCP Inc|0.0005|Real Estate|EGP: Eastgroup Properties Inc|0.5506554
PEAK: HCP Inc|0.0005|Real Estate|EQR: Equity Residential|0.6522797
PEAK: HCP Inc|0.0005|Real Estate|EXR: Extra Space Storage Inc|0.5988251
PEAK: HCP Inc|0.0005|Real Estate|FR: First Industrial Realty Trust Inc|0.62029487
PEAK: HCP Inc|0.0005|Real Estate|HHC: The Howard Hughes Corp|0.58446854
PEAK: HCP Inc|0.0005|Real Estate|HTA: Healthcare Trust of America Inc|0.78042066
PEAK: HCP Inc|0.0005|Real Estate|INVH: Invitation Homes Inc.|0.5933224
PEAK: HCP Inc|0.0005|Real Estate|KRC: Kilroy Realty Corporation|0.6650293
PEAK: HCP Inc|0.0005|Real Estate|KW: Kennedy-Wilson Holdings|0.6269908
PEAK: HCP Inc|0.0005|Real Estate|MAA: Mid-America Apartment Communities Inc|0.52518463
PEAK: HCP Inc|0.0005|Real Estate|NHI: National Health Investors Inc|0.70971143
PEAK: HCP Inc|0.0005|Real Estate|NSA: National Storage Affiliates Trust|0.6211299
PEAK: HCP Inc|0.0005|Real Estate|PDM: Piedmont Office Realty Trust Inc|0.6040004
PEAK: HCP Inc|0.0005|Real Estate|PEAK: HCP Inc|0.99999994
PEAK: HCP Inc|0.0005|Real Estate|PLD: Prologis Inc|0.56815004
PEAK: HCP Inc|0.0005|Real Estate|REXR: Rexford Industrial Realty Inc|0.5268
PEAK: HCP Inc|0.0005|Real Estate|SPG: Simon Property Group Inc|0.5461737
PEAK: HCP Inc|0.0005|Real Estate|STAG: Stag Industrial Inc|0.79999095
PEAK: HCP Inc|0.0005|Real Estate|TCO: Taubman Centers Inc|0.6452587
PEAK: HCP Inc|0.0005|Real Estate|UDR: UDR Inc|0.66009647
PEAK: HCP Inc|0.0005|Real Estate|VNO: Vornado Realty Trust|0.5225318
PEAK: HCP Inc|0.0005|Real Estate|VTR: Ventas Inc|0.89228624
PEAK: HCP Inc|0.0005|Real Estate|WRE: Washington Real Estate Investment Trust|0.6218552
PEG: Public Service Enterprise Group Inc|0.0009|Utilities|AEP: American Electric Power Inc|0.7759895
PEG: Public Service Enterprise Group Inc|0.0009|Utilities|CMS: CMS Energy|0.790503
PEG: Public Service Enterprise Group Inc|0.0009|Utilities|D: Dominion Energy, Inc.|0.74628025
PEG: Public Service Enterprise Group Inc|0.0009|Utilities|DTE: DTE Energy Co|0.61025846
PEG: Public Service Enterprise Group Inc|0.0009|Utilities|DUK: Duke Energy Corp|0.68753564
PEG: Public Service Enterprise Group Inc|0.0009|Utilities|ES: Eversource Energy|0.83481514
PEG: Public Service Enterprise Group Inc|0.0009|Utilities|ETR: Entergy Corp|0.6978465
PEG: Public Service Enterprise Group Inc|0.0009|Utilities|EXC: Exelon Corp|0.894881
PEG: Public Service Enterprise Group Inc|0.0009|Utilities|FE: FirstEnergy Corp|0.76910293
PEG: Public Service Enterprise Group Inc|0.0009|Utilities|LNT: Alliant Energy|0.70306563
PEG: Public Service Enterprise Group Inc|0.0009|Utilities|NEE: NextEra Energy Inc|0.596459
PEG: Public Service Enterprise Group Inc|0.0009|Utilities|NI: NiSource|0.64329886
PEG: Public Service Enterprise Group Inc|0.0009|Utilities|NRG: NRG Energy Inc|0.5384111
PEG: Public Service Enterprise Group Inc|0.0009|Utilities|ORA: Ormat Technologies Inc|0.6941699
PEG: Public Service Enterprise Group Inc|0.0009|Utilities|PEG: Public Service Enterprise Group Inc|1.0000001
PEG: Public Service Enterprise Group Inc|0.0009|Utilities|PNW: Pinnacle West Capital Corp|0.6858119
PEG: Public Service Enterprise Group Inc|0.0009|Utilities|PPL: PPL Corp|0.63382125
PEG: Public Service Enterprise Group Inc|0.0009|Utilities|PWR: Quanta Services|0.64194757
PEG: Public Service Enterprise Group Inc|0.0009|Utilities|SO: Southern Co|0.65800536
PEG: Public Service Enterprise Group Inc|0.0009|Utilities|VST: VAST EXPLORATION INC.|0.79652584
PEG: Public Service Enterprise Group Inc|0.0009|Utilities|WEC: WEC Energy Group Inc|0.5637957
PEG: Public Service Enterprise Group Inc|0.0009|Utilities|XEL: Xcel Energy Inc|0.81509185
PEN: Penumbra, Inc.|0.0002|Health Care|ABMD: Abiomed Inc|0.70637256
PEN: Penumbra, Inc.|0.0002|Health Care|BAX: Baxter International Inc|0.523522
PEN: Penumbra, Inc.|0.0002|Health Care|BSX: Boston Scientific|0.64457136
PEN: Penumbra, Inc.|0.0002|Health Care|EW: Edwards Lifesciences Corp|0.6830059
PEN: Penumbra, Inc.|0.0002|Health Care|GKOS: Glaukos|0.5588021
PEN: Penumbra, Inc.|0.0002|Health Care|INSP: Inspire Medical Systems, Inc.|0.6000383
PEN: Penumbra, Inc.|0.0002|Health Care|ISRG: Intuitive Surgical Inc|0.5041587
PEN: Penumbra, Inc.|0.0002|Health Care|ITGR: Integer Holdings Corporation|0.5604292
PEN: Penumbra, Inc.|0.0002|Health Care|LIVN: LivaNova PLC|0.72373706
PEN: Penumbra, Inc.|0.0002|Health Care|MASI: Masimo Corp|0.5233496
PEN: Penumbra, Inc.|0.0002|Health Care|PCRX: Pacira BioSciences, Inc.|0.55710036
PEN: Penumbra, Inc.|0.0002|Health Care|PEN: Penumbra, Inc.|1.0
PEN: Penumbra, Inc.|0.0002|Health Care|RMD: Resmed Inc|0.57504225
PEN: Penumbra, Inc.|0.0002|Health Care|STAA: Staar Surgical Co|0.62072074
PEN: Penumbra, Inc.|0.0002|Health Care|TFX: Teleflex Inc.|0.61317307
PEN: Penumbra, Inc.|0.0002|Health Care|UTHR: United Therapeutics Corporation|0.5018496
PEP: PepsiCo Inc|0.0059|Consumer Staples|CAG: ConAgra Brands, Inc.|0.6192791
PEP: PepsiCo Inc|0.0059|Consumer Staples|CCK: Crown Holdings Inc|0.59673595
PEP: PepsiCo Inc|0.0059|Consumer Staples|CPB: Campbell Soup Co|0.68385565
PEP: PepsiCo Inc|0.0059|Consumer Staples|FLOW: SPX FLOW|0.55598617
PEP: PepsiCo Inc|0.0059|Consumer Staples|GIS: General Mills Inc|0.6496958
PEP: PepsiCo Inc|0.0059|Consumer Staples|HSY: The Hershey Co|0.5919001
PEP: PepsiCo Inc|0.0059|Consumer Staples|K: Kellogg Co|0.61819595
PEP: PepsiCo Inc|0.0059|Consumer Staples|KDP: Keurig Dr Pepper|0.5768644
PEP: PepsiCo Inc|0.0059|Consumer Staples|KHC: The Kraft Heinz Company|0.59352124
PEP: PepsiCo Inc|0.0059|Consumer Staples|KO: Coca-Cola Co|0.70110023
PEP: PepsiCo Inc|0.0059|Consumer Staples|MDLZ: Mondelez International Inc|0.7265315
PEP: PepsiCo Inc|0.0059|Consumer Staples|PEP: PepsiCo Inc|1.0000001
PEP: PepsiCo Inc|0.0059|Consumer Staples|SBUX: Starbucks Corp|0.65509087
PEP: PepsiCo Inc|0.0059|Consumer Staples|SJM: JM Smucker Co|0.7369092
PEP: PepsiCo Inc|0.0059|Consumer Staples|SMPL: The Simply Good Foods Company|0.5049259
PEP: PepsiCo Inc|0.0059|Consumer Staples|THS: TreeHouse Foods|0.6991975
PFE: Pfizer Inc|0.0066|Health Care|ABBV: AbbVie Inc|0.69447803
PFE: Pfizer Inc|0.0066|Health Care|ALNY: Alnylam Pharmaceuticals, Inc.|0.59325486
PFE: Pfizer Inc|0.0066|Health Care|ALXN: Alexion Pharmaceuticals Inc|0.5490699
PFE: Pfizer Inc|0.0066|Health Care|AMGN: Amgen Inc|0.86743486
PFE: Pfizer Inc|0.0066|Health Care|BIIB: Biogen Inc|0.69576114
PFE: Pfizer Inc|0.0066|Health Care|BMRN: Biomarin Pharmaceutical Inc|0.5743151
PFE: Pfizer Inc|0.0066|Health Care|BMY: Bristol-Myers Squibb Co|0.70138377
PFE: Pfizer Inc|0.0066|Health Care|DCPH: Deciphera Pharmaceuticals, Inc.|0.6551063
PFE: Pfizer Inc|0.0066|Health Care|EBS: Emergent BioSolutions Inc|0.578172
PFE: Pfizer Inc|0.0066|Health Care|EXEL: Exelixis Inc|0.62371737
PFE: Pfizer Inc|0.0066|Health Care|GILD: Gilead Sciences Inc|0.65652597
PFE: Pfizer Inc|0.0066|Health Care|IMMU: Immunomedics, Inc.|0.6721134
PFE: Pfizer Inc|0.0066|Health Care|INCY: Incyte Corp|0.54779315
PFE: Pfizer Inc|0.0066|Health Care|IONS: Ionis Pharmaceuticals, Inc.|0.64213324
PFE: Pfizer Inc|0.0066|Health Care|JAZZ: Jazz Pharmaceuticals|0.6900642
PFE: Pfizer Inc|0.0066|Health Care|LLY: Eli Lilly and Company|0.73277014
PFE: Pfizer Inc|0.0066|Health Care|MRK: Merck & Co Inc|0.83255666
PFE: Pfizer Inc|0.0066|Health Care|MRNA: Moderna, Inc.|0.703581
PFE: Pfizer Inc|0.0066|Health Care|MYL: Mylan N.V.|0.8156638
PFE: Pfizer Inc|0.0066|Health Care|NBIX: Neurocrine Biosciences Inc|0.6093316
PFE: Pfizer Inc|0.0066|Health Care|NVAX: Novavax Inc|0.5226423
PFE: Pfizer Inc|0.0066|Health Care|NVCR: NovoCure Limited|0.56571937
PFE: Pfizer Inc|0.0066|Health Care|OPK: Opko Health|0.61488885
PFE: Pfizer Inc|0.0066|Health Care|PFE: Pfizer Inc|1.0
PFE: Pfizer Inc|0.0066|Health Care|REGN: Regeneron Pharmaceuticals|0.7277955
PFE: Pfizer Inc|0.0066|Health Care|SGEN: Seattle Genetics Inc|0.5012927
PFE: Pfizer Inc|0.0066|Health Care|SRPT: Sarepta Therapeutics|0.5133789
PFE: Pfizer Inc|0.0066|Health Care|TGTX: TG Therapeutics Inc|0.5083158
PFE: Pfizer Inc|0.0066|Health Care|TPTX: Turning Point Therapeutics Inc|0.6701471
PFG: Principal Financial Group Inc|0.0004|Financials|APAM: Artisan Partners Asset Management Inc|0.8397762
PFG: Principal Financial Group Inc|0.0004|Financials|APO: Apollo Global Management LLC|0.7314306
PFG: Principal Financial Group Inc|0.0004|Financials|BLK: BlackRock Inc|0.71908194
PFG: Principal Financial Group Inc|0.0004|Financials|EQH: AXA Equitable Holdings, Inc.|0.66938734
PFG: Principal Financial Group Inc|0.0004|Financials|KKR: KKR & Co LP|0.7985443
PFG: Principal Financial Group Inc|0.0004|Financials|MS: Morgan Stanley|0.6441683
PFG: Principal Financial Group Inc|0.0004|Financials|MSCI: MSCI Inc|0.5962007
PFG: Principal Financial Group Inc|0.0004|Financials|PFG: Principal Financial Group Inc|1.0000002
PFG: Principal Financial Group Inc|0.0004|Financials|PRU: Prudential Financial Inc|0.5299196
PFG: Principal Financial Group Inc|0.0004|Financials|SPGI: S&P Global Inc.|0.63452995
PFG: Principal Financial Group Inc|0.0004|Financials|VOYA: Voya Financial Inc|0.73373413
PFPT: Proofpoint Inc|0.0002|Information Technology|ESTC: Elastic N V|0.5224804
PFPT: Proofpoint Inc|0.0002|Information Technology|FFIV: F5 Networks Inc|0.5182875
PFPT: Proofpoint Inc|0.0002|Information Technology|FTNT: Fortinet Inc|0.57976544
PFPT: Proofpoint Inc|0.0002|Information Technology|MIME: Mimecast Limited|0.79672754
PFPT: Proofpoint Inc|0.0002|Information Technology|NLOK: Symantec Corp|0.6156402
PFPT: Proofpoint Inc|0.0002|Information Technology|OKTA: Okta, Inc.|0.5514886
PFPT: Proofpoint Inc|0.0002|Information Technology|PANW: Palo Alto Networks, Inc.|0.69257253
PFPT: Proofpoint Inc|0.0002|Information Technology|PFPT: Proofpoint Inc|1.0
PFPT: Proofpoint Inc|0.0002|Information Technology|PS: Pluralsight, Inc.|0.5729672
PFPT: Proofpoint Inc|0.0002|Information Technology|SMAR: Smartsheet Inc. |0.59645194
PFPT: Proofpoint Inc|0.0002|Information Technology|TENB: Tenable Holdings, Inc.|0.65406287
PFPT: Proofpoint Inc|0.0002|Information Technology|ZS: Zscaler, Inc.|0.7294619
PFSI: PennyMac Financial Services|0.0001|Financials|BKI: Black Knight, Inc.|0.6200987
PFSI: PennyMac Financial Services|0.0001|Financials|CLGX: CoreLogic Inc|0.88527435
PFSI: PennyMac Financial Services|0.0001|Financials|EFX: Equifax Inc|0.8306845
PFSI: PennyMac Financial Services|0.0001|Financials|NLY: Annaly Capital Management Inc|0.52299494
PFSI: PennyMac Financial Services|0.0001|Financials|PFSI: PennyMac Financial Services|1.0
PFSI: PennyMac Financial Services|0.0001|Financials|WTFC: Wintrust Financial|0.6077428
PG: Procter & Gamble|0.009899999999999999|Consumer Staples|CL: Colgate-Palmolive Co|0.6197318
PG: Procter & Gamble|0.009899999999999999|Consumer Staples|EL: Estee Lauder Companies Inc|0.5008801
PG: Procter & Gamble|0.009899999999999999|Consumer Staples|EPC: Edgewell Personal Care Co|0.5387133
PG: Procter & Gamble|0.009899999999999999|Consumer Staples|HBI: Hanesbrands Inc|0.58230114
PG: Procter & Gamble|0.009899999999999999|Consumer Staples|KMB: Kimberly Clark Corp|0.52756387
PG: Procter & Gamble|0.009899999999999999|Consumer Staples|MKC: McCormick|0.58473796
PG: Procter & Gamble|0.009899999999999999|Consumer Staples|NLSN: Nielsen Holdings PLC|0.581712
PG: Procter & Gamble|0.009899999999999999|Consumer Staples|NUS: Nu Skin Enterprises|0.51185554
PG: Procter & Gamble|0.009899999999999999|Consumer Staples|PG: Procter & Gamble|0.99999994
PG: Procter & Gamble|0.009899999999999999|Consumer Staples|TAP: Molson Coors Brewing Co|0.51044667
PG: Procter & Gamble|0.009899999999999999|Consumer Staples|TFX: Teleflex Inc.|0.5210627
PG: Procter & Gamble|0.009899999999999999|Consumer Staples|WU: Western Union|0.5459615
PGR: Progressive Corp|0.0016|Financials|AIZ: Assurant Inc|0.56518626
PGR: Progressive Corp|0.0016|Financials|ALL: Allstate Corp|0.600241
PGR: Progressive Corp|0.0016|Financials|CINF: Cincinnati Financial Corp|0.6448146
PGR: Progressive Corp|0.0016|Financials|HIG: The Hartford Financial Services Group Inc|0.6110905
PGR: Progressive Corp|0.0016|Financials|MKL: Markel Corp|0.5439672
PGR: Progressive Corp|0.0016|Financials|NGHC: National General Holdings Corp|0.7629989
PGR: Progressive Corp|0.0016|Financials|PGR: Progressive Corp|0.9999999
PGR: Progressive Corp|0.0016|Financials|TRV: The Travelers Companies|0.6409451
PGR: Progressive Corp|0.0016|Financials|WRB: WR Berkley Corp|0.5305421
PH: Parker-Hannifin Corp|0.0007000000000000001|Industrials|B: Barnes Group Inc|0.60199547
PH: Parker-Hannifin Corp|0.0007000000000000001|Industrials|KMT: Kennametal Inc|0.67358917
PH: Parker-Hannifin Corp|0.0007000000000000001|Industrials|PH: Parker-Hannifin Corp|0.99999976
PH: Parker-Hannifin Corp|0.0007000000000000001|Industrials|TDG: TransDigm Group Inc|0.59269005
PHM: PulteGroup Inc|0.0004|Consumer Discretionary|EBAY: eBay Inc|0.6307696
